,x,y,year,topic,category,authors
502,2.971279,6.6080027,2025,Shareholders’ Perception on the Separate Disclosure of “Bonus” Versus “Non-Equity Incentive Plan Compensation” in the Summary Compensation Table,Financial Reporting,"Shu-Ling Wu, Shengmin Hung, Wulung Li"
503,5.427253,7.1142287,2025,"Common Ownership, Advertising, and Product Market Competition",Financial Analysis,"Xiaotian Liu, Yaxuan Qi, Yin Wang, Wenji Xu"
504,6.508384,6.899604,2025,Market Reaction to Voting Intention Disclosures,Auditing,"Tzu-Ting Chiu, Xi Li, Rusha Nandy, Simone Traini"
505,3.828903,5.3435574,2025,Ownership Type and Hospital Efficiency: A Stochastic Frontier Analysis,Financial Reporting,"Haiyan (Helen) Zhou, Mohammad Rakibul Islam"
506,4.9773235,1.6325178,2025,Norm Sensitivity and Occupational Fraud Dynamics in Intra-Firm Peer Networks: A Mixed-Method Approach,Financial Reporting,"Christian Stindt, Alexandra Eckert, Matthias Meyer"
507,3.7582273,6.211805,2025,Clawback effectiveness in deterring financial reporting misstatement: The moderating role of the family,Financial Reporting,"Francesca Rossignoli, Velia Cenciarelli, Andrea Lionzo"
508,5.0733523,1.862669,2025,Audit committees’ networks and audit fees: A European analysis,Financial Reporting,"Ruth Garcia Cobo, Cesar Zarza Herranz, Felix Lopez Iturriaga, Monika Causholli"
509,4.3833323,7.304172,2025,The voice of small shareholders at annual general meetings,Financial Reporting,"Alberto Quagli, Francesco Avallone, Costanza Di Fabio, Paola Ramassa"
510,3.4430118,8.197064,2025,Collaborative or not Collaborative? Stakeholder Engagement Approaches in Italian Listed Companies,Financial Reporting,"Clara Benfante, Valentina Ghinizzini, Veronica Tibiletti, Dina Lucia Todaro"
511,5.796021,6.9363003,2025,The Assignment of Intellectual Property Rights and Innovation,Financial Reporting,Stella Yeayeun Park
512,3.5388145,5.3058634,2025,Anywhere but Here: Pay Transparency and Human Capital Allocation,Financial Reporting,"Xixi Xiao, Yifei Lu, Xingyu Shen"
513,5.3274407,7.210864,2025,"Regulatory Attention, Innovation and Internal Information Environment",Financial Reporting,Olga Bogachek
514,5.0952597,7.287348,2025,Unintended Regulatory Spillovers: The Impact of Bank Regulatory Oversight on Environmental Enforcement,Financial Reporting,"John Gallemore, Vincent Giese"
515,3.5407455,5.2961535,2025,Pay Transparency and Patient Satisfaction,Financial Reporting,"Kuanning Cai, Jia Guo, Jeffrey Ng, NanYang"
516,6.254314,6.5351925,2025,Between Transparency and Privacy: Investor Identity Verification and Demand for Crypto Tokens,Financial Reporting,Yang Ding
517,3.10732,6.0021677,2025,CEO Extraversion and Shareholders’ Say on Pay Votes,Financial Reporting,Evelyn Intan
518,5.0673065,6.669487,2025,Does Lender Monitoring Spill Over into Supply Chain Contracts?,Financial Reporting,Ting Dai
519,3.398223,6.0386844,2025,"Ex-Ante Litigation Risk, CEOs’ Tournament Incentives, and Stock Price Crash Risk",Financial Reporting,"Yenn-Ru Chen, Jyun-Ying Fu, Chia-Hsiang Weng"
520,1.3391631,3.596207,2025,The Effect of IFRS 16 Implementation on Enterprise Value: Evidence from DAX 40 Companies,Financial Reporting,"Tetiana Paientko, Jan-Hendrik Meier, Aswini Shrestha"
521,3.0919256,6.2084947,2025,"CEO Overconfidence, Other Comprehensive Income Volatility and Firm Value",Financial Reporting,"Khaled Ghozzi, Lakhal Faten, Bilel Bezouiech"
522,2.471571,3.8669806,2025,The Unintended Costs of Whistleblower Protection: Evidence from the Dodd-Frank Act and Corporate Innovation,Financial Reporting,"Tingting Tao, Jiao Ji, Hanwen Sun"
523,4.1270075,6.875906,2025,Corporate Political Connections and Value Appropriation in Buyer-Supplier Relationships: Evidence from U.S. Firms,Financial Reporting,Angie Wang
524,3.158336,4.551995,2025,Mutual Fund Governance of Corporate Political Spending: The Case of Politically Motivated Charitable Giving,Financial Reporting,"Erdong Wang, Disen Albrecht"
525,4.4106326,8.28856,2025,Power through Similarity: Does CEO-CFO Partnership Enhance Firm Resilience to Natural Disasters?,Financial Reporting,Leah Marlene Matzner
526,2.0598962,6.6202726,2025,Is Overconfidence a Moderator? The Effect of Managerial Ability on Firm’s Internal Control,Financial Reporting,"Mingyu Li, Fanis Tsoligkas, Pietro Perotti"
527,3.2537174,7.581403,2025,The Effects of ESG Reputation Risks and Investor Attention towards Sustainability on Earnings Management,Financial Reporting,Rudresh Pandey
528,4.6569204,5.9198623,2025,Contagion Effects of Equity Financing Announcements Within Business Groups,Financial Reporting,"Douglas Cumming, Sanchit Jain, Varun Jindal"
529,5.3595905,4.864385,2025,Shareholder Stability and Earnings Management,Financial Reporting,"Yuangao Xiang, Xue Li, Nanzhi Xue"
530,2.0126598,7.6274257,2025,Board-level Employee Representation and Digital Transformation,Financial Reporting,"Marc Steffen Rapp, Lion Fischer"
531,3.8857872,8.135071,2025,Exploring Corporate Governance’s Role in the Green Transition,Financial Reporting,"Dorota Dobija, Łukasz Kozłowski, Joanna Krasodomska, Grygorii Kravchenko, Ewelina Zarzycka"
532,5.3208866,2.4323463,2025,Capital Allocation to Assurance Activities: The Impact of Financial Constraints on Internal and External Auditing Investments,Auditing,Benjamin Fligge
533,3.9576411,7.3690605,2025,Brick or Treat: Shareholder Activism and Corporate Leasing,Auditing,"Fang Li, Gaizka Ormazabal, CarlesVergara Alert"
534,1.9371802,8.162358,2025,Female Representation on Executive Committees and Firm Performance: A European study,Accounting and Governance,"Josep García-Blandón, Josep Argiles-Bosch, Diego Ravenda, David Castillo-Merino"
535,5.487455,7.3188596,2025,Regulatory Costs and Vertical Integration: Evidence from Supply Chain Disclosure Regulations,Financial Reporting,Enshuai Yu
536,3.1146548,6.0445237,2025,The Relationship between CEO Pay Ratio and Share Repurchases,Financial Reporting,"Yuan-Ju Chen, Lui-Ching Tsai, Chaur-Shiuh Young"
537,2.476449,7.672804,2025,Does board skepticism improve oversight effectiveness? Evidence from directors’early career experience,Accounting and Governance,Yuyan Guan
538,1.9051524,4.6739817,2025,Does Ideology really Matter in Accounting Standard Setting? Evidence from the European Parliament,Financial Reporting,"Fabian Albrecht, Jochen Zimmermann"
539,2.9513333,8.890808,2025,The relationship between professional accountants and sustainability: an institutional analysis in the European Union,Social and Environmental Accounting & Ethical Issues in Accounting,"Matteo Pozzoli, Elbano De Nuccio"
540,2.3091471,5.723334,2025,Beyond Monetary Incentives: The Role of Meaningfulness in Professional Behavior and Performance,Accounting and Governance,"Li Lai, Chundan Lan, Joshua Madsen, ShanWu"
541,3.2852697,4.3804398,2025,The Mafia influence in the Business Context: Infiltration of Criminal firms in the Public Procurement System,Public Sector Accounting & Not-For-Profit Accounting,"Camilla Ciappei, Andrea Bafundi, Michele Fabrizi, Antonio Parbonetti"
542,3.434158,7.447614,2025,"Unpacking ESG Risk Disclosure Determinants: The Role of Stakeholder, Shareholder, and Managerial Influence",Accounting and Governance,"Marisa Agostini, Daria Arkhipova, Marco Fasan, Silvia Panfilo"
543,3.6903486,6.760507,2025,Boardroom Backscratching and Dividend Policies,Financial Analysis,"Solomon Opare, Mabel D Costa, Anthony Kyiu"
544,5.9596305,5.365125,2025,"Investor Sentiment, Stock Liquidity, and the Role of Pre-Earnings Disclosures",Financial Analysis,"Yi-Mien Lin, Jing-Chi Chen"
545,3.505484,2.9282842,2025,Options Trading Activities and Underlying Firms’ Tax Avoidance Behavior,Taxation,"Mohammad Hendijani Zadeh, Zahra Jalali, Collins Okafor"
546,3.308383,7.528432,2025,ESG Ratings and Financial Reporting Quality in Sensitive Industries: Why Social Performance Matters,Social and Environmental Accounting & Ethical Issues in Accounting,"Rimona Palas, Dov Solomon, Dalit Gafni, Ido Baum"
547,2.0937355,7.8649087,2025,Minority Representation at Work,Financial Reporting,"Matthias Breuer, Wei Cai, Anthony Le, Felix Vetter"
548,3.643313,3.4541333,2025,Labor Unions and Income Smoothing: A Panel Analysis using French micro-data,Social and Environmental Accounting & Ethical Issues in Accounting,Fabien-Antoine Dugardin
549,4.067207,6.9865923,2025,Are firms ideologically fickle?,Accounting and Governance,"Bryce Cross, Matthew Boland, Douglas Cumming"
550,2.8856637,6.210522,2025,Resisting the Trend: The Role of Boards in Tailoring CEO Compensation for Firms with Distinct Strategies,Accounting and Governance,"Sebastian Firk, Alexander Hofer, Alexander Van Slooten"
551,2.7500398,8.029521,2025,How regulation prompts non-target firms to comply: remuneration committee characteristics in Australia,Public Sector Accounting & Not-For-Profit Accounting,"Doowon Lee, Sue Wright, Bobae Choi, Dongyue Yang"
552,1.9583415,6.673678,2025,Shocked but Not Awed: The Impact of Internal Control Material Weaknesses on Employee Turnover,Auditing,"Maya Thevenot, Tonya Blocker, Mohammad Meah"
553,4.5240755,8.699818,2025,Do Rising Tides Clean the Waters? Large Facility Openings and Local Misconduct,Taxation,"Yongoh Roh, Yuxiang Zheng, Yaping Zheng"
554,6.834337,5.232607,2025,A Competitive Wake-up Call? The Impact of Investor-Manager Direct Interaction on Analyst Forecast Accuracy,Management Accounting,"Xiaoyue Song, Junrui Zhang, Weina Zhao"
555,4.7276826,6.383923,2025,Cooperative bank mergers in Finland and Germany—A comparative empirical analysis on narrated hard and soft rationales,Public Sector Accounting & Not-For-Profit Accounting,"Pasi Sajasalo, Tommi Auvinen, Eric Meyer, Antti Rautiainen"
556,2.3759563,6.832004,2025,The Impact of Board and Audit Committee Interlocks on Internal Control Weaknesses: An Empirical Study of U.S.-Listed Companies,Auditing,Fang Gong
557,4.4000945,9.508154,2025,When Subordinate Executives Matter: Internal Governance and Carbon Emissions,Financial Reporting,"Taychang Wang, Jamshed Iqbal, Achmad Faizal Azmi, Tsung-Kang Chen, Yi Jie Tseng"
558,3.6997082,7.88425,2025,"Corporate Greenwashing Worldwide: An Investigation of ESG Performance, Disclosure, and Assurance for Global Investors",Social and Environmental Accounting & Ethical Issues in Accounting,"Keith Duncan, Kim Kercher, George Anyaba, Colette Southam"
559,4.237285,6.6439047,2025,"Organizational Psychological Capital, Organizational Climate, and Corporate Credit Risk",Management Accounting,"Yun Hao, Tsung-Kang Chen, Yi Jie Tseng"
560,3.13534,6.992229,2025,General Counsel in Top Management: Balancing Optimism and Caution in Earnings Calls,Accounting and Governance,Achmad Faizal Azmi
561,3.7866118,8.421603,2025,From Words to Actions: CEO Activism and Sustainability Reporting,Social and Environmental Accounting & Ethical Issues in Accounting,"Androniki Triantafylli, Parvathy Vijayakumar"
562,2.5943236,8.067418,2025,How does Minority Shareholders’ Representation on Boards affect the Integration of Sustainability Criteria into Executive Remuneration Contracts? Evidence from,Accounting and Governance,Carla Gravellu
563,5.492851,2.523924,2025,Audit Committee Quality and the Type II Equity Agency Problem,Auditing,"Mattias Hamberg, Katarzyna Cieslak"
564,4.4781036,7.571532,2025,"Asymmetric Cost Behavior, Capital Structure and Profitability",Financial Analysis,"Antonio Davila, Ismail El Fassi, Daniel Oyon, Nicolas Rudolf"
565,6.3519588,3.4230173,2025,Do Banks Price Undisclosed SEC Investigations?,Financial Analysis,"Wei Wang, Inder Khurana, K.K. Raman, Xiaoyu Zhu"
566,1.9987446,8.187722,2025,"Gender Diverse Boards, Honest Books: The Earnings Management Effect of California SB 826",Accounting and Governance,"Antonio B.V. Vazquez, Cristina Grande-Herrera"
567,7.236448,7.277932,2025,"When Capable Managers Know Tech: Managerial Ability, IT Expertise, and Cybersecurity Risk Management",Management Accounting,"Li-Kai Liao, Sophia H.T. Liu, Audrey Wenhsin Hsu, Shih-Han Chiu"
568,4.4969788,9.535393,2025,Does Corporate Culture Impact on Firms’ Carbon Emissions?,Financial Reporting,"Andrea Melis, Guo Lu, Georgios Voulgaris, Alice Liang Xu"
569,3.921128,8.923827,2025,Corporate governance and environmental performance: An international qualitative comparative analysis,Accounting and Governance,"Luigi Rombi, Andrea Melis, Reggy Hooghiemstra"
570,3.0140712,8.329498,2025,Exploring the Disclosure of Sustainability Criteria in Executive Remuneration Design: International Evidence,Social and Environmental Accounting & Ethical Issues in Accounting,"Andrea Melis, Mariem Khalfaoui, Luigi Rombi"
571,4.1846876,7.982021,2025,The COSO Risk Management Framework from a Risk Governance Perspective,Auditing,"Nadine Otter, Michael Kuttner"
572,2.932759,5.882164,2025,Does Sports Inspire Managerial Risk-Taking Incentives?,Financial Analysis,"Yudong Liu, Jean Canil, Sigitas Karpavicius, Chia-Feng (Jeffrey) Yu"
573,3.432222,4.23628,2025,Local Public Corruption and Managerial Risk Incentives,Accounting and Governance,"Nikolaos Kalyvas, Dimitrios Ntounis, Theodora Bermpei"
574,3.1771097,8.412955,2025,Top Management Team Tournament and the Quality of Corporate Social Responsibility Reporting: Evidence from China,Social and Environmental Accounting & Ethical Issues in Accounting,"Yi Wang, Hwa-Hsien Hsu"
575,2.1797493,7.762958,2025,The Information Environment of Firms with Worker Representation on Corporate Boards,Accounting and Governance,"Martin Thomsen, Cristi Gleason, Christoph Watrin, Sascha Kieback"
576,2.0456464,8.234234,2025,Female representation in top management team and corporate carbon performance,Social and Environmental Accounting & Ethical Issues in Accounting,"Benita Gullkvist, Juha Mäki"
577,3.943429,6.7416596,2025,The Impact of State Ownership on Dividend Policies: An Empirical Investigation of Western European Energy and Utilities Companies,Financial Reporting,"Gregor Prandl, Gabriel Matejka, Ewald Aschauer"
578,3.960104,7.491101,2025,The Effectiveness of Building a Corporate Governance System Led by Private Equity Funds: Consideration of management involvement by shareholder activism,Financial Reporting,"George Hara, Hiroko Inokuma"
579,3.9592738,6.3505235,2025,The Role of Accountability in Financial Performance: Evidence from the European Energy Sector,Financial Reporting,"Liliana Pimentel, Andreia Fernandes"
580,4.387581,6.138816,2025,The effect of equity blockholders on the voluntary delistings: Empirical evidence from the USA,Financial Reporting,"Zhihuan Li, Nick Tsitsianis, Zhe Li"
581,2.3324687,5.391461,2025,Net Present Value as a calculative practice with gamification elements: The case of “old gamification” in medicine development,Management Accounting,"Jari Huikku, Terhi Chakhovich, Katja Kolehmainen"
582,1.1300155,5.362162,2025,Cross-domain identity growth: the dynamics of IT-driven professional transformation,Management Accounting,"Pingli Li, Mahmoud Al-Sayed"
583,3.0445292,7.2969317,2025,"CEO competencies, Covid-19, ESG and management earnings forecasts",Management Accounting,"Gerald Eisenhut, Margarethe Rammerstorfer, Karl Weinmayer"
584,2.4062617,6.2557173,2025,Designing Incentive Systems for Supervisory and Management Boards: Possibilities and Limitations,Management Accounting,"Julia Ortner, Louis Velthuis"
585,2.94115,7.372383,2025,Assessing ESG Metric Designs: Implications for ESG Outcomes and CEO Compensation,Management Accounting,"In Gyun Baek, Jeonghoon Hyun, Jongwon Park"
586,3.5177128,8.646469,2025,Does sustainability accounting disclosure regulation change accounting practices? Research opportunities in the wake of CSRD,Management Accounting,Johanna Sylvander
587,3.157132,7.6356,2025,Creating ESG Risk silos or Breaking Them Down? The Effects of Risk Inventory Format and ESG Mission on Risk Response,Financial Reporting,"JoannaVan Meerbeeck, Eddy Cardinaels, Sabra Khajehnejad, Dieter Smeulders, AlexandraVan Den Abbeele"
588,3.4714155,8.728116,2025,Beyond Disclosure: How Firms Reshape Organizational Design in Response to the Sustainability Reporting Regulation,Social and Environmental Accounting & Ethical Issues in Accounting,"Anna Koelle, Christian Hofmann, Nina Schwaiger, KatharinaWeiss, Hoa Ho"
589,1.1748185,6.274346,2025,Research on the Effect of Enterprise Digital Transformation on Female Employment,Management Accounting,"Aolin Leng, Zhixuan Zhou, Guangyuan Xing"
590,5.870674,3.4372165,2025,The joint effects of incentive framing and potential budget auditing on subordinates’ budget reporting honesty,Management Accounting,"David Lindermüller, Miriam Maske, Bernhard Hirsch"
591,5.8780913,5.430492,2025,Setting Earnings Guidance under CEO Turnover Threat,Financial Reporting,"Doron Hadass, DanWeiss"
592,2.4478645,7.9289517,2025,Power Exchange in Boards of Directors: Implications for Participative Corporate Governance,Accounting and Governance,"Danny Ben Shahar, Avraham Carmeli, Eyal Solganik, DanWeiss"
593,5.088837,5.070408,2025,Worth Fixing? Incentive System Redesign when Earnings Informativeness is Low,Management Accounting,"Peter Oh, Jeonghoon Hyun, Kenneth Merchant, Joonil Lee"
594,2.8369052,6.131958,2025,The use of financial incentives for managerial compensation: the role of firm size,Financial Analysis,"Sofia Lourenço, Iryna Berova Alves"
595,1.4320103,6.072739,2025,We are different: personal characteristics and the use of real-time relative performance information,Management Accounting,"Gary (Guanlin) Wang, Mariano Scapin, Christopher S. Chapman"
596,0.76546746,5.928465,2025,Prompting Away the Fixation: How the Use of Generative AI Reduces Surrogation,Management Accounting,"Dennis Fehrenbacher, Victor Van Pelt"
597,0.8151977,5.9029355,2025,Does Artificial Intelligence Elevate or Undermine Strategic Distinctiveness? An Empirical Investigation of AI in Strategizing,Management Accounting,"Sebastian Firk, Yannik Gehrke, Marvin Hanisch, Jan Hennig, Michael Wolff"
598,1.7309035,6.722918,2025,Trends in controllers’ roles and skills: Longitudinal evidence from Finland,Management Accounting,"Tytty Elo, Jaan-Pauli Kimpimäki, Terhi Chakhovich"
599,1.1522216,5.380572,2025,Accountants in a Digital Era—The Role of Protective Identity Work and Identity Fluidity,Management Accounting,"Virpi Ala-Heikkilä, Mika Ylinen, Marko Jarvenpaa, Minna Sadeharju"
600,0.9661589,5.4363065,2025,Evolving Beyond Numbers: Management Accountant Roles in the Age of Digital Transformation,Management Accounting,"Janina Matern, Klaus Derfuss, Kristopher Pantani, Sina Sauerland, Christian Geyer"
601,5.561263,7.0138326,2025,Proprietary Costs and Divisional Transparency,Management Accounting,"Victor Schauer, Christian Hofmann, Nina Schwaiger"
602,1.6771373,6.776161,2025,Management Control Systems in SMEs: The Role of Cost Control in Working Capital Management,Management Accounting,"Evelyn Braumann, Melanie Feldhues"
603,4.6285415,7.50534,2025,"Demand Variability, Predictability, and Cost Structure",Management Accounting,James Cannon
604,2.383138,5.8126645,2025,Cultural Perspectives on Pay for Performance: Exploring its Impact on Motivation and Work Effort,Management Accounting,"Flavia Schmid, Maël Schnegg, Klaus Moeller"
605,1.8502079,6.849195,2025,A New Era of Professional Development in Big 4 Firms: The Role of Management Control Practices,Financial Reporting,"Michelle Carr, Stefan Jooss, Amalie Ringgaard"
606,4.7425127,4.1313643,2025,Don’t boss me around: Mandated CSR investing and managers’ allocation decisions,Financial Reporting,"Adam Vitalis, Xi (Jason) Kuang, Jonathan Kugel, Jordan Bable"
607,2.5012076,5.712936,2025,Beyond Pay-For-Performance: Change Enough or Don’t Change at All,Financial Reporting,"Maël Schnegg, Jonas Solbach, Klaus Moeller"
608,5.840896,7.765854,2025,Navigating Scandals: A Longitudinal Analysis of Corporate Communication Strategies in Sustainability Reporting and Social Media,Financial Reporting,Alice Pennesi
609,2.6455443,6.647565,2025,When Strategy and Structure Benefit Shareholders: The Crucial Role of Aligning Organizational Structure with Organizational Strategy to Maximize Return on Asse,Accounting and Governance,"Carol Pomare, Rajiv Banker, Jorge Romero"
610,2.9262326,7.0196857,2025,ESG Incentives in Executive Compensation,Accounting and Governance,"Matthias Efing, Stefanie Ehmann, Patrick Kampkoetter, Raphael Moritz"
611,4.416121,4.0571547,2025,"Forecast and Budget Design Interdependence, Forecast Roles, and Management Control Effectiveness",Management Accounting,Daniel Mucci
612,2.211846,6.582696,2025,How to Control Boundary Spanners for Good Cooperation?—A study in the AEC industry,Management Accounting,Garlef Hupfer
613,1.9643377,6.015794,2025,"Target Difficulty, Effort-Reward Imbalance and Employee Wellbeing: Evidence from a Longitudinal Survey",Accounting and Governance,"Berend Van Der Kolk, Martijn Schoute, Makoto Kuroki"
614,4.4159675,3.9216793,2025,The psychological safe budgeting process and ambitious budget targets—An interaction perspective,Accounting and Governance,"Anna Jensen, Thomas Kristensen, Thomas Toldbod"
615,1.6911368,6.1118836,2025,The Effects of Performance Targets on Employee Learning,Management Accounting,Jacob Zureich
616,2.5122902,5.7186255,2025,Time to Innovate: The Role of Input Incentives in Creative Production,Accounting and Information Systems,Michael Milde
617,0.76373637,5.9254274,2025,Creativity under AI performance evaluation,Financial Reporting,Michele Fumagalli
618,3.077137,8.735414,2025,Management accounting practices and Corporate sustainability: Addressing the CSRD requirements through a performance management framework,Management Accounting,"Ivo Hristov, Cory Searcy, Alessandro Mechelli"
619,1.4728221,5.682891,2025,Interpersonal Affect versus Field-Specific Knowledge: A Natural Experiment in Blinded Performance Evaluations,Management Accounting,"Jose Luis Ucieda Blanco, Jacobo Gomez Conde, Ricardo Malagueno, Beatriz Santos-Cabalgante"
620,2.038364,6.076084,2025,Dual-Tasking in the Workplace: The Role of Incentives and Social Presence,Management Accounting,"Kristian Rotaru, Tao Hu, John Ko, James Sewell, Dennis Fehrenbacher"
621,4.36131,6.4652867,2025,The Role of Contractual Ambiguity and Joint Steering Committees for Managing non-equity R&D Alliances,Management Accounting,"Adèle Vanpoucke, Martine Cools, Kristof Stouthuysen, Alexandra Van Den Abbeele"
622,5.0357075,3.6641455,2025,Accounting for the Human Factor: Managing Budgetary Slack and Dark Triad Personalities,Management Accounting,"Sebastian Oelrich, Thomas Günther, Mathilde Tønnesen, Tobias Voigtlaender"
623,1.9209853,6.5935035,2025,"Investigating the effects of environmental uncertainty, competitive strategy, and management control systems on organizational learning and performance",Accounting and Governance,"Rachmawati Rachmawati, Lindawati Gani, Johnny Jermias"
624,3.4264379,7.3468633,2025,The Impact of Board and Executive Characteristics on ESG Disclosure,Accounting and Governance,"Chih Fang, Musharraf Alanazi, Kevin Fang"
625,3.358409,7.03755,2025,Board Interlocks and Asymmetric Cost Behavior,Financial Reporting,Yao Zhang
626,2.1609354,6.8736095,2025,The interplay between the organization’s management model and business model,Management Accounting,"Reinaldo Guerreiro, Paschoal Russo, Juliana Amaral"
627,3.4964848,3.0655267,2025,Cost Uniqueness and Tax Avoidance,Management Accounting,"Hsihui Chang, Yingwen Guo, Raj Mashruwala, YeWang"
628,4.5184464,8.083464,2025,Asymmetric Cost Behavior and Corporate Environmental Commitments,Management Accounting,"DetianYang, Clara Xiaoling Chen, Jackie Zeyang Ju, Hong Xie"
629,1.928205,6.4812417,2025,Management control through verbal rewards—A systematic review and research agenda,Management Accounting,Sven Siverbo
630,1.0399035,5.666966,2025,The digital sky is the limit: management control and technological affordances in a platform organization in the aviation industry,Management Accounting,"Veronica Casarin, Christoph Endenich, Stefan Linder, Keith Robson"
631,1.9058193,6.7187824,2025,The Interplay of Management Control Systems and Employee Identification Processes in Organizational Cultural Change,Management Accounting,"Gianluca F. Delfino, Caterina Moschieri"
632,5.5680842,3.3956847,2025,Misconduct Reporting and Identity,Management Accounting,"Yutong Chen, Hari Ramasubramanian, TimoVogelsang"
633,5.328772,6.8749857,2025,The double-edged sword of social capital embeddedness: a sequential model for linking information systems quality to social value creation in cooperatives,Management Accounting,"Thiago Tomaz Luiz, Ilse Beuren, Renata Oliveira, Vanderlei Santos"
634,3.5980508,4.546153,2025,Governmental Exposure: Curse or Blessing? New Insights from Resource-Adjustment Decisions,Financial Reporting,"Awad Ibrahim, Hesham Ali"
635,1.8978087,6.39573,2025,Manager’s Dilemma between Career Concerns and the Ratchet Effect,Management Accounting,"Jumpei Nishitani, Yasuhiro Mazda"
636,1.7569685,6.0342255,2025,"The framing of performance measures, target setting and effort provision",Management Accounting,"Tomohiro Sakuma, Sho Hayakawa, Hiroshi Miya, Eiichiro Suematsu"
637,4.4335556,5.8522,2025,Nonexecutive Equity Compensation and Financial Leverage,Management Accounting,"Yinghui Chen, Ting Ren, Marshall Vance, Youzhi Xiao"
638,2.1998997,6.023045,2025,A Field Experiment on the Effect of (Non) Compensatory Team Compensation on Team Performance of a Conjunctive Task,Management Accounting,"Khim Kelly, Adam Presslee, Kelsey Matthews"
639,1.9516218,6.8501,2025,Management control choices and firm motivations for environmental sustainability,Management Accounting,"David Bedford, Josep Bisbe, Marti Guasch"
640,5.708894,7.191076,2025,Social media exposure and control systems flexibility,Management Accounting,"Jacobo Gomez Conde, Januário Monteiro, Rogério Lunkes"
641,4.384415,8.762711,2025,The effect of an environmental mission statement and leadership communication style on employees’ pro-environmental behavior,Management Accounting,"Sophie Maussen, Melissa Verniest, Sophie Hoozée, Marie Claeys"
642,2.1189764,7.0068192,2025,Diffusion of management practices between a local company and a global company—a case study,Management Accounting,"Luis Pimentel, Tiago Dias, Ruben Barros"
643,2.9547763,6.047019,2025,Rewarding a Leadership Team: Insights from CEO Pay Slice and Pay Dispersion among the CEO’s Top Team,Management Accounting,"Mark Anderson, Yan Ma, Rong Zhao"
644,1.8239987,6.086874,2025,The Effects of Reporting Frequency and Reporting Structure on Employee Effort,Financial Reporting,"Razvan Ghita, Victor Maas"
645,1.9655554,6.058135,2025,The Effect of Reward Frequency and Reward Conditionality on Drivers of Employee Performance,Management Accounting,"Grazia Xiong, Drew Newman, Ivo Tafkov, Nathan Waddoups"
646,2.3875813,5.6763735,2025,The Moderating Role of Personal Identity in Prosocial Incentives: An Experimental Investigation,Management Accounting,"Liliana Dewaele, Thomas Thijssens, Frank Hubers, Marjolein Caniels"
647,1.4495462,6.101857,2025,Design Qualities and Their Interdependencies in Performance Measurement Systems: On the Contours of a Meta-Structure,Management Accounting,Allan Hansen
648,1.5454322,5.543018,2025,Flourishing or Wilting? Managing mixed emotions under target-driven pressures,Management Accounting,Lan Nguyen
649,3.612383,4.679635,2025,When Data Visualization Backfires: The Effect of Mood and Data Visualization on Mood-congruence Bias,Management Accounting,"Yasheng Chen, Xin Xu, Huaxiang Yin"
650,1.5080302,5.8796577,2025,Faster or Slower than Expected: Either is a Bad Signal if You Are Already Disliked,Management Accounting,"Jeremiah Bentley, Matthew Sherwood, Aubrey Whitfield"
651,1.8373501,6.0603514,2025,The Effects of Reporting Frequency and Reporting Structure on Employee Effort,Financial Reporting,"Razvan Ghita, Victor Maas"
652,4.091919,8.314688,2025,A theory of firm sustainability practices for future financial risks,Accounting and Governance,"Toshiaki Wakabayashi, Makoto Kuroki"
653,1.8375049,6.494487,2025,The effect of control strength on outlier-driven control decisions,Management Accounting,"Cardin Masselink, Bart Dierynck"
654,5.389876,9.027949,2025,Buyers Beware: The Effect of Buyers’ Product Mix and Support Provided to Tier-1 Suppliers on Supply Chain Sustainability,Accounting and Governance,"Linda Chang, Mandy Cheng"
655,1.4472138,5.792277,2025,The Role of Loss Aversion in Multi-Rater Subjective Performance Evaluations,Accounting and Governance,"Taichi Kimura, Takahiro Morimitsu"
656,4.5101123,9.576836,2025,Does Attitude Matter? The Effects of Incentives and Employees’ Environmental Attitude on Work-Related Carbon Reduction Behavior,Financial Reporting,"Xian Huang, Yasheng Chen, Meirong He"
657,1.6673684,6.282998,2025,Use of Different Performance Measures and Their Influence on Managers’ Decision-making,Management Accounting,"Yudai Onitsuka, Eiichiro Suematsu, Eri Yokota"
658,6.5152745,6.737535,2025,The Polarizing Performance Effect of Private Social Comparison Information,Management Accounting,"Matthias Mahlendorf, Kohler Maximilian, Mischa Seiter, Timo Vogelsang"
659,3.1671758,4.671194,2025,Mixed Motives for Doing Good: The Effect of Profit Motives in Charitable Initiatives on Employee Opportunism,Management Accounting,"Joel Berge, Farah Arshad"
660,4.46688,3.991408,2025,Time Budget Uncertainty and Creativity,Management Accounting,"Florian Loizl, Christoph Feichter, Isabella Grabner"
661,3.5237806,4.3157115,2025,Does Local Political Corruption Asymmetrically Affect Resource Adjustment Decisions?,Management Accounting,"Panagiotis Loukopoulos, Georgios Loukopoulos, Dimitrios Ntounis"
662,2.4819274,3.874212,2025,A Good Virus—The Contagion Effect of Whistleblowing with Monetary Incentives,Management Accounting,"Alisa Brink, Yelin Li"
663,1.8946868,6.565421,2025,Infrapolitical Resistance to Management Control in the Home Workplace,Management Accounting,"Mohamed Chelli, Darlene Himick"
664,2.1669583,5.984899,2025,Do Retention Bonuses Encourage Complacency? An Experimental Study of Retention Bonus Design,Management Accounting,"Nicholle Kovach, Leslie Berger, Christopher Wong"
